Entry	Entry name	Status	Protein names	Gene names
Q9SI74	PMI10_ARATH	reviewed	Pectinesterase inhibitor 10 (Pectin methylesterase inhibitor 10) (AtPMEI10)	PMEI10 At1g62760 F23N19.12
Q8LEU2	Q8LEU2_ARATH	unreviewed	Uncharacterized protein	
Q9FY96	Q9FY96_ARATH	unreviewed	Pollen Ole e 1 allergen and extensin family protein	At5g13140 T19L5.100 T19L5_100
Q9LUN4	CHX19_ARATH	reviewed	Cation/H(+) antiporter 19 (Protein CATION/H+ EXCHANGER 19) (AtCHX19)	CHX19 At3g17630 MKP6.1
Q9SKU2	EXPB1_ARATH	reviewed	Expansin-B1 (At-EXPB1) (AtEXPB1) (Ath-ExpBeta-1.5) (Beta-expansin-1)	EXPB1 At2g20750 F5H14.28
Q9LYD8	GGLO3_ARATH	reviewed	L-gulonolactone oxidase 3 (AtGulLO3) (EC 1.1.3.8)	GULLO3 At5g11540 F15N18.130
Q0WPB8	Q0WPB8_ARATH	unreviewed	Uncharacterized protein At1g52780	
Q9C940	Q9C940_ARATH	unreviewed	Uncharacterized protein F14G24.5	F14G24.5
Q9LVN2	Y5815_ARATH	reviewed	Probably inactive leucine-rich repeat receptor-like protein kinase At5g58150	At5g58150 MCK7.2
Q9SGP2	HSL1_ARATH	reviewed	Receptor-like protein kinase HSL1 (EC 2.7.11.1) (Protein HAESA-LIKE1)	HSL1 At1g28440 F3M18.12
O82354	O82354_ARATH	unreviewed	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family	At2g46150 At2g46150/T3F17.20 T3F17.20
Q9SJB4	GDL34_ARATH	reviewed	GDSL esterase/lipase At2g04570 (EC 3.1.1.-) (Extracellular lipase At2g04570)	At2g04570 T1O3.2
Q9CAL2	CRK3_ARATH	reviewed	Cysteine-rich receptor-like protein kinase 3 (Cysteine-rich RLK3) (EC 2.7.11.-)	CRK3 At1g70530 F24J13.10
O22225	O22225_ARATH	unreviewed	At2g41640/T32G6.16 (Expressed protein) (Glycosyltransferase) (Glycosyltransferase family 61 protein)	At2g41640 At2g41640/T32G6.16 AT2G41640 T32G6.16 T32G6_16
Q9LID5	DIR7_ARATH	reviewed	Dirigent protein 7 (AtDIR7)	DIR7 At3g13650 MMM17.4
B2BDG5	B2BDG5_ARATH	unreviewed	Non-race specific disease resistance 1	NDR1
B2BDH0	B2BDH0_ARATH	unreviewed	Non-race specific disease resistance 1	NDR1
O48915	NDR1_ARATH	reviewed	Protein NDR1 (Non-race specific disease resistance protein 1) (AtNDR1)	NDR1 At3g20600 K10D20.24
Q8H790	Q8H790_ARATH	unreviewed	Uncharacterized protein (Fragment)	
Q9LJT9	Q9LJT9_ARATH	unreviewed	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family (Non-race specific disease resistance protein-like)	At3g20590
Q9C8S1	Q9C8S1_ARATH	unreviewed	Uncharacterized protein T1P2.9	At1g29980 T1P2.9 T1P2_9
Q93VQ5	Q93VQ5_ARATH	unreviewed	At1g29980/T1P2_9	
Q9FK66	RLP55_ARATH	reviewed	Receptor-like protein 55 (AtRLP55) (Protein SUPPRESSOR OF NPR1-1, CONSTITUTIVE 3)	RLP55 SNC3 At5g45770 MRA19.20
Q9SD39	PMTR_ARATH	reviewed	Probable methyltransferase PMT27 (EC 2.1.1.-)	At3g51070 F24M12.110
Q9ZQZ7	Q9ZQZ7_ARATH	unreviewed	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein (Glycosyltransferase) (Putative glycosylation enzyme)	At4g03340 AT4G03340 F4C21.27 F4C21_27
O81016	AB32G_ARATH	reviewed	ABC transporter G family member 32 (ABC transporter ABCG.32) (AtABCG32) (Pleiotropic drug resistance protein 4) (Protein PERMEABLE CUTICLE 1)	ABCG32 PDR4 PEC1 At2g26910 F12C20.5
O64477	Y2913_ARATH	reviewed	G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130 (EC 2.7.11.1)	At2g19130 T20K24.15
O82635	O82635_ARATH	unreviewed	Uncharacterized protein AT4g32920	At4g32920
Q0WV03	Q0WV03_ARATH	unreviewed	Uncharacterized protein At4g32920 (Fragment)	At4g32920
Q93ZC7	Q93ZC7_ARATH	unreviewed	AT4g32920/F26P21_40	
F4I8I0	SUN4_ARATH	reviewed	SUN domain-containing protein 4 (AtSUN4)	SUN4 At1g71360 F26A9.26
Q9LK72	LECT5_ARATH	reviewed	Lectin-like protein At3g16530	At3g16530 MDC8.16
Q9ZPZ1	GAUT2_ARATH	reviewed	Putative galacturonosyltransferase 2 (EC 2.4.1.-) (Like glycosyl transferase 2)	GAUT2 LGT2 At2g46480 F13A10.1
Q8GYZ9	Q8GYZ9_ARATH	unreviewed	Glycosyltransferase family protein 2	MUP24.12 AT5G60700.1 MUP24_12 At5g60700 At5g60700/mup24_110
Q9FF50	Q9FF50_ARATH	unreviewed	Glycosyltransferase family protein 2	MUP24.12 MUP24_12 At5g60700
Q8L934	Q8L934_ARATH	unreviewed	Nucleoid DNA-binding-like protein	
Q9M2U7	Q9M2U7_ARATH	unreviewed	AT3g54400/T12E18_90 (Eukaryotic aspartyl protease family protein) (Nucleoid DNA-binding-like protein)	T12E18_90 At3g54400 T14E10.1
Q9SA25	WAKLG_ARATH	reviewed	Wall-associated receptor kinase-like 8 (EC 2.7.11.-)	WAKL8 At1g16260 F3O9.6
Q9FHA4	SBT19_ARATH	reviewed	Subtilisin-like protease SBT1.9 (EC 3.4.21.-) (Subtilase subfamily 1 member 9) (AtSBT1.9)	SBT1.9 At5g67090 K21H1.5
C0Z2W8	C0Z2W8_ARATH	unreviewed	AT4G38420 protein	At4g38420
Q8VYB3	Q8VYB3_ARATH	unreviewed	Putative pectinesterase (SKU5 similar 9)	sks9 SKU5 similar 9 At4g38420 F22I13.190 F22I13_190
Q9SVE3	Q9SVE3_ARATH	unreviewed	Putative pectinesterase	F22I13.190 At4g38420
O82229	SCP23_ARATH	reviewed	Putative serine carboxypeptidase-like 23 (EC 3.4.16.-)	SCPL23 At2g24010 T29E15.21
Q56XK7	Q56XK7_ARATH	unreviewed	Uncharacterized protein At2g01070	
Q9SJV9	Q9SJV9_ARATH	unreviewed	Uncharacterized protein At2g01070	At2g01070
B3H5T8	B3H5T8_ARATH	unreviewed	Lung seven transmembrane receptor family protein	At2g01070 F23H14.4 F23H14_4
Q9FF95	Q9FF95_ARATH	unreviewed	At5g23850 (Glycosyltransferase) (O-glucosyltransferase rumi-like protein (DUF821)) (Similarity to unknown protein)	MRO11.11 MRO11_11 At5g23850 AT5G23850
O49006	PME3_ARATH	reviewed	Pectinesterase/pectinesterase inhibitor 3 [Includes: Pectinesterase inhibitor 3 (Pectin methylesterase inhibitor 3); Pectinesterase 3 (PE 3) (EC 3.1.1.11) (Pectin methylesterase 27) (AtPME27) (Pectin methylesterase 3)]	PME3 ARATH27 At3g14310 MLN21.10
Q56W36	Q56W36_ARATH	unreviewed	Pectinesterase (EC 3.1.1.11)	At3g14310
Q9SYB5	OST3B_ARATH	reviewed	Probable dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3B	OST3B At1g61790 T13M11.15
Q9FI17	ARAE4_ARATH	reviewed	Putative UDP-arabinose 4-epimerase 4 (EC 5.1.3.5) (UDP-D-xylose 4-epimerase 4)	At5g44480 MFC16.15
Q9LT39	Q9LT39_ARATH	unreviewed	Leucine-rich repeat (LRR) family protein (Polygalacturonase inhibitor-like protein)	At3g20820
O81297	O81297_ARATH	unreviewed	T14P8.17	At4g02360 T14P8.17 T14P8_17
A8MQP0	A8MQP0_ARATH	unreviewed	Serine carboxypeptidase-like 11	SCPL11 At2g22970 T20K9.19
Q2V465	SCP11_ARATH	reviewed	Serine carboxypeptidase-like 11 (EC 3.4.16.-)	SCPL11 At2g22970 F21P24.3 T20K9.19
Q9SMY7	PME44_ARATH	reviewed	Probable pectinesterase/pectinesterase inhibitor 44 [Includes: Pectinesterase inhibitor 44 (Pectin methylesterase inhibitor 44); Pectinesterase 44 (PE 44) (EC 3.1.1.11) (Pectin methylesterase 44) (AtPME44)]	PME44 ARATH44 At4g33220 F4I10.150
Q9SV06	Q9SV06_ARATH	unreviewed	ARM repeat superfamily protein	F4F15.90 At3g51980
Q9S7N7	PSAG_ARATH	reviewed	Photosystem I reaction center subunit V, chloroplastic (PSI-G)	PSAG At1g55670 F20N2.21 F20N2.33 F20N2_3
Q41902	Q41902_ARATH	unreviewed	Photosystem I reaction centre subunit 5 (Fragment)	
Q9SA99	BBE2_ARATH	reviewed	Berberine bridge enzyme-like 2 (AtBBE-like 2) (EC 1.1.1.-)	At1g11770 F25C20.7
Q9SCX8	PPA17_ARATH	reviewed	Purple acid phosphatase 17 (EC 3.1.3.2) (Acid phosphatase type 5) (Peroxidase) (EC 1.11.1.7)	PAP17 ACP5 At3g17790 MEB5.10
Q9LZS9	GDL69_ARATH	reviewed	GDSL esterase/lipase At5g03590 (EC 3.1.1.-) (Extracellular lipase At5g03590)	At5g03590 F17C15.10
O80940	TBL15_ARATH	reviewed	Protein trichome birefringence-like 15	TBL15 At2g37720 F13M22.22
Q9LI76	Q9LI76_ARATH	unreviewed	Uncharacterized protein	
Q9FRK5	Y1514_ARATH	reviewed	Uncharacterized membrane protein At1g75140	At1g75140 22H5.14
P56797	RR2_ARATH	reviewed	30S ribosomal protein S2, chloroplastic	rps2 AtCg00160
Q9LJL3	PREP1_ARATH	reviewed	Presequence protease 1, chloroplastic/mitochondrial (AtPreP1) (PreP 1) (EC 3.4.24.-) (Zinc metalloprotease 1) (AtZnMP1)	PREP1 ZNMP1 At3g19170 MVI11.6 MVI11.7 MVI11_8
Q8VY06	PREP2_ARATH	reviewed	Presequence protease 2, chloroplastic/mitochondrial (AtPreP2) (PreP 2) (EC 3.4.24.-) (Zinc metalloprotease 2) (AtZnMP2)	PREP2 ZNMP2 At1g49630 F14J22.13
Q9LJG3	ESM1_ARATH	reviewed	GDSL esterase/lipase ESM1 (EC 3.1.1.-) (Extracellular lipase ESM1) (Protein EPITHIOSPECIFIER MODIFIER 1) (AtESM1)	ESM1 At3g14210 MAG2.6
Q9SUC9	UGPI7_ARATH	reviewed	Uncharacterized GPI-anchored protein At4g28100	At4g28100 T13J8.210
Q9M1D0	BGL16_ARATH	reviewed	Beta-glucosidase 16 (AtBGLU16) (EC 3.2.1.21) (Protein YELLOW-LEAF-SPECIFIC GENE 1)	BGLU16 YLS1 At3g60130 T2O9.110
A8MSC6	A8MSC6_ARATH	unreviewed	Beta glucosidase 16	BGLU16 beta glucosidase 16 At3g60130
Q570G0	Q570G0_ARATH	unreviewed	Uncharacterized protein At5g11420	At5g11420
Q8H168	Q8H168_ARATH	unreviewed	Uncharacterized protein At5g11420	At5g11420
Q8LCM9	Q8LCM9_ARATH	unreviewed	Uncharacterized protein	
Q9LYE7	Q9LYE7_ARATH	unreviewed	Uncharacterized protein At5g11420 (Uncharacterized protein F15N18_10)	At5g11420 F15N18.10 F15N18_10
Q9M345	LRK42_ARATH	reviewed	L-type lectin-domain containing receptor kinase IV.2 (Arabidopsis thaliana lectin-receptor kinase a4) (AthlecRK-a4) (LecRK-IV.2) (EC 2.7.11.1) (Protein SMALL, GLUED-TOGETHER, AND COLLAPSED POLLEN)	LECRK42 LECRKA4 SGC At3g53810 F5K20.110
Q9FN94	RLK0_ARATH	reviewed	Receptor-like protein kinase At5g59670 (EC 2.7.10.1) (EC 2.7.11.1) (Leucine-rich repeat receptor-like protein kinase At5g59670)	At5g59670 MTH12.12
P82658	TL19_ARATH	reviewed	Thylakoid lumenal 19 kDa protein, chloroplastic (P19)	At3g63540 TEL3S
Q9LSP0	PER29_ARATH	reviewed	Peroxidase 29 (Atperox P29) (EC 1.11.1.7) (ATP40)	PER29 P29 At3g17070 K14A17.14 K14A17.3
Q9FJ62	GPDL4_ARATH	reviewed	Glycerophosphodiester phosphodiesterase GDPDL4 (EC 3.1.4.46) (Glycerophosphodiester phosphodiesterase-like 4) (ATGDPDL4) (Glycerophosphodiesterase-like 1) (Protein SHV3-LIKE 1)	GDPDL4 GPDL1 SVL1 At5g55480 MTE17.19
P56771	CYF_ARATH	reviewed	Cytochrome f	petA AtCg00540
Q0WRW8	B561K_ARATH	reviewed	Cytochrome b561 and DOMON domain-containing protein At3g07570 (Protein b561A.tha11)	At3g07570 MLP3.2
Q9SVZ8	Q9SVZ8_ARATH	unreviewed	At4g25870 (Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein) (Glycosyltransferase)	At4g25870 AT4G25870 F14M19.150 F14M19_150
Q9LS40	ASPG1_ARATH	reviewed	Protein ASPARTIC PROTEASE IN GUARD CELL 1 (AtASPG1) (EC 3.4.23.-)	ASPG1 At3g18490 MYF24.22
Q9SV52	Q9SV52_ARATH	unreviewed	At4g28940	At4g28940
Q8L8N9	Q8L8N9_ARATH	unreviewed	Spore coat protein-like protein	
Q949X9	LPR2_ARATH	reviewed	Multicopper oxidase LPR2 (EC 1.-.-.-) (Protein LOW PHOSPHATE ROOT 2)	LPR2 At1g71040 F23N20.3
Q9CAU3	SCP2_ARATH	reviewed	Serine carboxypeptidase-like 2 (EC 3.4.16.-)	SCPL2 At1g73300 T18K17.3
Q8RWJ6	SCP1_ARATH	reviewed	Serine carboxypeptidase-like 1 (EC 3.4.16.-)	SCPL1 At5g36180 MAB16.13
Q56XC9	Q56XC9_ARATH	unreviewed	Serine carboxypeptidase (Fragment)	At5g36180
C0Z2L7	C0Z2L7_ARATH	unreviewed	AT5G64040 protein	At5g64040
P49107	PSAN_ARATH	reviewed	Photosystem I reaction center subunit N, chloroplastic (PSI-N)	PSAN At5g64040 MHJ24.2
Q9FGT4	Q9FGT4_ARATH	unreviewed	Uncharacterized protein	
Q9LN50	PMTS_ARATH	reviewed	Probable methyltransferase PMT28 (EC 2.1.1.-)	At1g19430 F18O14.20
Q9STW8	GUN21_ARATH	reviewed	Endoglucanase 21 (EC 3.2.1.4) (Endo-1,4-beta glucanase 21)	KOR3 At4g24260 T22A6.90
P33487	ABP1_ARATH	reviewed	Auxin-binding protein 1 (ABP1)	ERABP1 At4g02980 T4I9.14
Q9LV35	AIP12_ARATH	reviewed	Actin-interacting protein 1-2	AIP1-2 At3g18060 MRC8.4
Q9LSV8	SCP21_ARATH	reviewed	Serine carboxypeptidase-like 21 (EC 3.4.16.-)	SCPL21 At3g25420 MWL2.3
Q8RX86	AGAL2_ARATH	reviewed	Alpha-galactosidase 2 (AtAGAL2) (EC 3.2.1.22) (Alpha-D-galactoside galactohydrolase 2) (Melibiase)	AGAL2 At5g08370 F8L15.100
Q9LXK7	PME32_ARATH	reviewed	Probable pectinesterase/pectinesterase inhibitor 32 [Includes: Pectinesterase inhibitor 32 (Pectin methylesterase inhibitor 32); Pectinesterase 32 (PE 32) (EC 3.1.1.11) (Pectin methylesterase 32) (AtPME32)]	PME32 ARATH32 At3g43270 F7K15.120
Q93Y06	Y5720_ARATH	reviewed	Probable inactive receptor kinase At5g67200	At5g67200 K21H1.16
Q9SFB5	SCP27_ARATH	reviewed	Serine carboxypeptidase-like 27 (EC 3.4.16.-)	SCPL27 At3g07990 F17A17.33
Q8LER3	XTH7_ARATH	reviewed	Probable xyloglucan endotransglucosylase/hydrolase protein 7 (At-XTH7) (XTH-7) (EC 2.4.1.207)	XTH7 XTR15 At4g37800 T28I19.80
Q8LF99	XTH6_ARATH	reviewed	Probable xyloglucan endotransglucosylase/hydrolase protein 6 (At-XTH6) (XTH-6) (EC 2.4.1.207)	XTH6 XTR10 At5g65730 MPA24.8
Q0WUU2	Q0WUU2_ARATH	unreviewed	Xyloglucan endotransglucosylase/hydrolase (EC 2.4.1.207)	At5g65730
Q9LQZ8	Q9LQZ8_ARATH	unreviewed	F10A5.23 (Glycine-rich protein)	At1g75550 F10A5.23 F10A5_23
Q8VZ14	RMR2_ARATH	reviewed	Receptor homology region, transmembrane domain- and RING domain-containing protein 2 (AtRMR2) (ReMembR-H2 protein JR702)	RMR2 JR702 At1g71980 F17M19.13
Q84VZ5	UGPI2_ARATH	reviewed	Uncharacterized GPI-anchored protein At5g19240	At5g19240 T24G5.140
Q0WTR1	Q0WTR1_ARATH	unreviewed	Uncharacterized protein At5g19240	At5g19240
Q9SY33	PER7_ARATH	reviewed	Peroxidase 7 (Atperox P7) (EC 1.11.1.7) (ATP30)	PER7 P7 At1g30870 F17F8.26 T17H7.19
Q56WJ2	Q56WJ2_ARATH	unreviewed	Uncharacterized protein At3g28150	At3g28150
Q9LRS2	TBL22_ARATH	reviewed	Protein ALTERED XYLOGLUCAN 4-like (Protein trichome birefringence-like 22)	AXY4L TBL22 At3g28150 MMG15.18
Q3E6Y3	Y1869_ARATH	reviewed	Uncharacterized protein At1g28695	At1g28695 F1K23.29
Q4V3D9	SSL10_ARATH	reviewed	Protein STRICTOSIDINE SYNTHASE-LIKE 10 (AtSSL10) (Strictosidine synthase 8) (AtSS8)	SSL10 SS8 At3g57030 F24I3.110
O22807	GALS1_ARATH	reviewed	Galactan beta-1,4-galactosyltransferase GALS1 (EC 2.4.1.-) (Beta-1,4-galactan synthase) (Galactan synthase 1)	GALS1 At2g33570
Q8VZI3	Q8VZI3_ARATH	unreviewed	AT5g11700/T22P22_90	At5g11700
Q9LYG0	Q9LYG0_ARATH	unreviewed	Uncharacterized protein T22P22_90	T22P22_90
Q8LED3	TBL3_ARATH	reviewed	Protein trichome birefringence-like 3	TBL3 At5g01360 T10O8.70
Q38909	XTH28_ARATH	reviewed	Probable xyloglucan endotransglucosylase/hydrolase protein 28 (At-XTH28) (XTH-28) (EC 2.4.1.207)	XTH28 EXGT-A2 XTR2 At1g14720 F10B6.12 F10B6.29
Q56ZN2	Q56ZN2_ARATH	unreviewed	Xyloglucan endo-transglycosylase	At1g14720
Q84WT5	XYN5L_ARATH	reviewed	Endo-1,4-beta-xylanase 5-like (AtXyn5-like) (Xylan endohydrolase 5-like) (Xylanase 5-like) (EC 3.2.1.8)	At4g33820 F17I5.10
Q9ZUT8	AB33G_ARATH	reviewed	ABC transporter G family member 33 (ABC transporter ABCG.33) (AtABCG33) (Pleiotropic drug resistance protein 5)	ABCG33 PDR5 At2g37280 F3G5.7
Q9SRL2	RLP34_ARATH	reviewed	Receptor-like protein 34 (AtRLP34)	RLP34 At3g11010 F9F8.17
Q8H798	Q8H798_ARATH	unreviewed	LRRNT_2 domain-containing protein (Fragment)	
Q9S9U3	RLP53_ARATH	reviewed	Receptor-like protein 53 (AtRLP53)	RLP53 At5g27060 F15P11.4
Q9LJW7	RLP43_ARATH	reviewed	Receptor-like protein 43 (AtRLP43)	RLP43 At3g28890 MLD15.6
Q9SZV5	SBT26_ARATH	reviewed	Subtilisin-like protease SBT2.6 (EC 3.4.21.-) (Subtilase subfamily 2 member 6) (AtSBT2.6)	SBT2.6 At4g30020 F6G3.50
Q9T045	CBL11_ARATH	reviewed	COBRA-like protein 11	COBL11 At4g27110 T24A18.60
F4JZ24	P4H10_ARATH	reviewed	Probable prolyl 4-hydroxylase 10 (AtP4H10) (EC 1.14.11.2)	P4H10 At5g66060 K2A18.14
C0Z2C4	C0Z2C4_ARATH	unreviewed	AT5G47210 protein	At5g47210
Q9LVT8	RGGC_ARATH	reviewed	RGG repeats nuclear RNA binding protein C	RGGC At5g47210 MQL5.6
Q9SXB8	Y1133_ARATH	reviewed	G-type lectin S-receptor-like serine/threonine-protein kinase At1g11330 (EC 2.7.11.1)	At1g11330 T28P6.2
Q9SZ51	Q9SZ51_ARATH	unreviewed	Early nodulin-like protein 15 (Similar to early nodulins)	ENODL15 AtENODL15 early nodulin-like protein 15 At4g31840 F11C18.40 F11C18_40
O65351	SBT17_ARATH	reviewed	Subtilisin-like protease SBT1.7 (EC 3.4.21.-) (Cucumisin-like serine protease) (Subtilase subfamily 1 member 7) (AtSBT1.7) (Subtilisin-like serine protease 1) (At-SLP1)	SBT1.7 ARA12 ASP48 SLP1 At5g67360 K8K14.8
Q7DLJ7	Q7DLJ7_ARATH	unreviewed	Serine protease (Fragment)	
Q41272	Q41272_ARATH	unreviewed	AtS1 protein	AtS1
Q9LHM1	Q9LHM1_ARATH	unreviewed	S glycoprotein (S-locus related protein SLR1 homolog (AtS1); 62512-63831) (S-locus related protein SLR1, putative (S1))	T21B14.23 MEC18.8 At3g12000
Q6NLD7	Q6NLD7_ARATH	unreviewed	At1g64640 (Early nodulin-like protein 8)	ENODL8 AtENODL8 early nodulin-like protein 8 At1g64640 F1N19.21 F1N19_21
Q9SU13	FLA2_ARATH	reviewed	Fasciclin-like arabinogalactan protein 2	FLA2 At4g12730 T20K18.80
Q9FX97	FUT12_ARATH	reviewed	Putative fucosyltransferase-like protein (FucT2) (FucTB) (Fucosyltransferase 12) (AtFUT12)	FUT12 At1g49710 F14J22.8 F14J22_18
Q50JD5	Q50JD5_ARATH	unreviewed	Alpha1,3-fucosyltransferase (Fragment)	
Q5DTB1	Q5DTB1_ARATH	unreviewed	Alpha 1, 3-fucosyltransferase-like protein	
Q5DTB2	Q5DTB2_ARATH	unreviewed	Core alpha 1, 3-fucosyltransferase	
Q6QJ35	Q6QJ35_ARATH	unreviewed	Protein kinase domain-containing protein (Fragment)	At1g51170
Q6QJ36	Q6QJ36_ARATH	unreviewed	Protein kinase domain-containing protein (Fragment)	At1g51170
Q9SYB9	UNC_ARATH	reviewed	Serine/threonine-protein kinase UCN (EC 2.7.11.1) (AGC serine/threonine-protein kinase subfamily 2 member 3) (Protein UNICORN)	UNC AGC2-3 At1g51170 F11M15.3 F23H24.1
Q8GWX9	SBT3G_ARATH	reviewed	Subtilisin-like protease SBT3.16 (EC 3.4.21.-) (Subtilase subfamily 3 member 16) (AtSBT3.16)	SBT3.16 At1g66210 T6J19.3
Q8H130	Q8H130_ARATH	unreviewed	Ubiquitin carboxyl-terminal hydrolase	At1g65295
Q8L9P3	Q8L9P3_ARATH	unreviewed	Uncharacterized protein	
Q949T1	Q949T1_ARATH	unreviewed	Uncharacterized protein At1g65295 (Fragment)	At1g65295
Q9MA41	CTL1_ARATH	reviewed	Chitinase-like protein 1 (AtCTL1) (Protein ANION ALTERED ROOT MORPHOLOGY) (Protein ECTOPIC DEPOSITION OF LIGNIN IN PITH 1) (Protein ECTOPIC ROOT HAIR 2) (Protein POM-POM1) (Protein SENSITIVE TO HOT TEMPERATURES 2)	CTL1 ARM ELP1 ERH2 HOT2 POM1 At1g05850 T20M3.12
Q9SRN1	NHL2_ARATH	reviewed	NDR1/HIN1-like protein 2	NHL2 At3g11650 T19F11.5
Q9MA42	Q9MA42_ARATH	unreviewed	T20M3.11 protein	T20M3.11
O65399	E131_ARATH	reviewed	Glucan endo-1,3-beta-glucosidase 1 (EC 3.2.1.39) ((1->3)-beta-glucan endohydrolase 1) ((1->3)-beta-glucanase 1) (Beta-1,3-endoglucanase 1) (Beta-1,3-glucanase 1)	At1g11820 F12F1.33 F25C20_1
O49318	Y2317_ARATH	reviewed	Probable leucine-rich repeat receptor-like protein kinase At2g33170 (EC 2.7.11.1)	At2g33170 F25I18.9
O65581	ALFC5_ARATH	reviewed	Fructose-bisphosphate aldolase 5, cytosolic (AtFBA5) (EC 4.1.2.13)	FBA5 At4g26530 M3E9.40
Q8L7B2	SCP20_ARATH	reviewed	Serine carboxypeptidase-like 20 (EC 3.4.16.-)	SCPL20 At4g12910 F25G13.7
Q0WNX1	Q0WNX1_ARATH	unreviewed	Uncharacterized protein At3g50050	At3g50050
Q9SN13	Q9SN13_ARATH	unreviewed	At3g50050 (Eukaryotic aspartyl protease family protein)	F3A4.130 At3g50050
O04621	TBL26_ARATH	reviewed	Protein trichome birefringence-like 26	TBL26 At4g01080 F2N1.14
Q94K08	Q94K08_ARATH	unreviewed	Nucleotide pyrophosphatase-like protein	T16L4.190 At4g29680
Q9SU83	Q9SU83_ARATH	unreviewed	Alkaline-phosphatase-like family protein (Nucleotide pyrophosphatase-like protein) (EC 3.6.1.9)	At4g29680 T16L4.190 T16L4_190
Q9SVS7	Q9SVS7_ARATH	unreviewed	DUF2921 family protein, putative (DUF2921)	At4g21700 F17L22.160 F17L22_160
Q93ZY3	STT3A_ARATH	reviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (Oligosaccharyl transferase subunit STT3A) (STT3-A) (EC 2.4.99.18) (Integral membrane protein 1) (Protein STAUROSPORIN AND TEMPERATURE SENSITIVE 3-LIKE A)	STT3A At5g19690 T29J13_110
Q501D8	C79B3_ARATH	reviewed	Tryptophan N-monooxygenase 2 (EC 1.14.14.156) (Cytochrome P450 79B3) (Tryptophan N-hydroxylase 2)	CYP79B3 At2g22330 T26C19.1
Q8LPS5	SERK5_ARATH	reviewed	Somatic embryogenesis receptor kinase 5 (AtSERK5) (EC 2.7.11.1) (Somatic embryogenesis receptor-like kinase 5)	SERK5 At2g13800 F13J11.15
Q9SN71	Q9SN71_ARATH	unreviewed	AT3g47670/F1P2_220	F1P2.220
Q67XZ3	INV3_ARATH	reviewed	Beta-fructofuranosidase, insoluble isoenzyme CWINV3 (6-fructan exohydrolase) (6-FEH) (EC 3.2.1.80) (Beta-fructofuranosidase 5) (AtFruct5) (Cell wall beta-fructosidase 3) (Cell wall invertase 3) (AtcwINV3) (Sucrose hydrolase 3)	CWINV3 FRUCT5 At1g55120 T7N22.6
B6EUC8	B6EUC8_ARATH	unreviewed	Beta-fructofuranosidase 5	FRUCT5 6-fructan exohydrolase AtcwINV3 ATFRUCT5 BETA-FRUCTOFURANOSIDASE beta-fructofuranosidase 5 At1g55120 T7N22.6 T7N22_6
Q93ZS4	NIK3_ARATH	reviewed	Protein NSP-INTERACTING KINASE 3 (EC 2.7.11.1) (LRR receptor-like serine/threonine-protein kinase NIK3)	NIK3 At1g60800 F8A5.31
Q9SCZ1	Q9SCZ1_ARATH	unreviewed	At3g51580 (Transmembrane protein)	F26O13.220 At3g51580 T18N14.6
Q9M5J8	PGIP2_ARATH	reviewed	Polygalacturonase inhibitor 2 (Polygalacturonase-inhibiting protein 2) (PGIP-2)	PGIP2 At5g06870 MOJ9.4
Q541D6	Q541D6_ARATH	unreviewed	Polygalacturonase inhibiting protein	
Q9SJT0	Y2214_ARATH	reviewed	Probable receptor-like protein kinase At2g21480 (EC 2.7.11.-)	At2g21480 F3K23.24
Q8H1R2	PPA24_ARATH	reviewed	Probable inactive purple acid phosphatase 24	PAP24 At4g24890 F13M23.30
Q9C891	DIR20_ARATH	reviewed	Dirigent protein 20 (AtDIR20)	DIR20 At1g55210 F7A10.7
Q9FI66	DIR3_ARATH	reviewed	Dirigent protein 3 (AtDIR3)	DIR3 At5g49040 K19E20.19
F4JDF3	DIR8_ARATH	reviewed	Dirigent protein 8 (AtDIR8)	DIR8 At3g13662 MMM17.6
Q66GI2	DIR22_ARATH	reviewed	Dirigent protein 22 (AtDIR22)	DIR22 At3g13660 MMM17
Q9ZPH9	PMTF_ARATH	reviewed	Probable methyltransferase PMT15 (EC 2.1.1.-)	At4g00750 F15P23.1
O80939	LRK41_ARATH	reviewed	L-type lectin-domain containing receptor kinase IV.1 (Arabidopsis thaliana lectin-receptor kinase e) (AthlecRK-e) (LecRK-IV.1) (EC 2.7.11.1) (Lectin Receptor Kinase 1)	LECRK41 LECRKE LRK1 At2g37710 F13M22.21
Q8L8S3	Q8L8S3_ARATH	unreviewed	Uncharacterized protein	
Q9LSD9	Q9LSD9_ARATH	unreviewed	Uncharacterized protein	
O64495	SBT12_ARATH	reviewed	Subtilisin-like protease SBT1.2 (EC 3.4.21.-) (Cucumisin-like serine protease SDD1) (Protein STOMATAL DENSITY AND DISTRIBUTION 1) (Subtilase subfamily 1 member 2) (AtSBT1.2) (Subtilisin-like protease SDD1)	SBT1.2 SDD1 At1g04110 F20D22.12
